kaynak,bolum,kac_kez,hadis_meali_hutbede_gecen,tema,tarih,hutbe_basligi
Ebû Dâvûd,Salât,3,Yedi yaşına geldiklerinde çocuklarınızı namaza alıştırın.,İbadet ve Kulluk,09.12.2022,HAYDİ NAMAZA! HAYDİ KURTULUŞA!
Ebû Dâvûd,Salât,3,Yedi yaşına geldiklerinde çocuklarınızı namaza alıştırın.,İbadet ve Kulluk,12.04.2024,GÖZÜMÜZÜN NURU: NAMAZ
Ebû Dâvûd,Salât,3,Yedi yaşına geldiklerinde çocuklarınızı namaza alıştırın.,"Aile, Çocuk ve Nesil",20.06.2025,"HER YAZ YENİ BİR HEYECAN: CAMİ, ÇOCUK VE KUR’AN"
Ebû Dâvûd,Sünnet,3,"Müminlerin iman bakımından en olgunu, ahlaken en güzel olanıdır.","Ahlak, Erdem ve Söz",03.02.2023,İMANIN GEREĞİ: SALİH AMEL VE GÜZEL AHLAK
Ebû Dâvûd,Sünnet,3,"Müminlerin iman bakımından en olgunu, ahlak bakımından en güzel olanıdır.","Ahlak, Erdem ve Söz",17.05.2019,PEYGAMBERİMİZİN TARİFİYLE HAYIRLI MÜSLÜMAN
Ebû Dâvûd,Sünnet,3,"Müminlerin iman bakımından en mükemmeli, ahlâk bakımından en güzel olanıdır",Peygamberimiz ve Ashab,21.08.2026,MEVLİD-İ NEBİ
Ebû Dâvûd,Tatavvu’,3,Dikkat edin! Hepiniz Rabbinize münâcât ediyorsunuz. Birbirinizi rahatsız etmeyin!...,İbadet ve Kulluk,03.08.2018,CAMİ VE CEMAAT ADABI
Ebû Dâvûd,Tatavvu’,3,"…Allah katında amellerin en sevimlisi, az da olsa devamlı olanıdır",İbadet ve Kulluk,05.12.2025,"İNSAN, HUZURU İBADETLE ELDE EDER"
Ebû Dâvûd,Tatavvu’,3,"Allah katında amellerin en sevimlisi, az da olsa devamlı olanıdır.","Ramazan, Oruç ve Bayramlar",21.04.2023,HAYATI RAMAZAN BİLİNCİYLE YAŞAMAK
Müslim,Cum’a,3,"Güneşin üzerine doğduğu en hayırlı gün, Cuma günüdür...",İbadet ve Kulluk,03.04.2026,CUMA VE ÜMMET BİLİNCİ
Müslim,Cum’a,3,"Kim güzelce abdest alır, Cumaya gelir ve hutbeyi can kulağıyla dinlerse, o Cuma ile gelecek Cuma arasındaki günahları affolunur.",İbadet ve Kulluk,10.09.2021,CUMA NAMAZI: HAFTALIK BULUŞMAMIZ
Müslim,Cum’a,3,"Üzerine güneş doğan en hayırlı gün cuma günüdür. Âdem o gün yaratıldı, o gün cennete konuldu ve o gün cennetten çıkarıldı. Kıyamet de ancak cuma günü kopacaktır.",İbadet ve Kulluk,19.07.2019,CUMA NAMAZI VE ADABI
Müslim,Eşribe,3,Sarhoş eden her şey içkidir ve her türlü içki haramdır.,"Afet, Kriz ve Sağlık",01.03.2024,ZARARLI ALIŞKANLIKLARIN ESİRİ OLMAYALIM
Müslim,Eşribe,3,Birinizin elindeki lokma yere düşerse ondaki toz toprağı gidersin ve onu yesin...,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",25.01.2013,ALLAH’IN SEVMEDİĞİ DAVRANIŞ: İSRAF
Müslim,Eşribe,3,Sarhoş eden her şey içkidir ve her türlü içki haramdır.,"Afet, Kriz ve Sağlık",25.12.2020,İÇKİ: KÖTÜLÜĞÜN ZEHİRLİ ARKADAŞI
Müslim,Fedâil,3,"Göz yaşarır, kalp mahzun olur. Fakat biz Rabbimizin razı olacağı şeylerden başkasını söylemeyiz. Vallahi, Ey İbrâhim, biz senin ölümünden dolayı gerçekten üzgünüz.","İman, Tevhid ve Ahiret",05.10.2018,CENAZE ÂDÂBI: AHİRET YOLCUSUNA
Müslim,Fedâil,3,Benimle ümmetimin durumu (geceleyin) ateş yakan kimsenin hâline benzer. Böcekler ve kelebekler o ateşe düşmeye başlar. İşte ben de sizler ateşe girerken kuşaklarınızdan tutup engellemeye çalışıyorum.,Peygamberimiz ve Ashab,11.04.2014,KUTLU DOĞUM
Müslim,Fedâil,3,Biz peygamberler ana-baba bir kardeşler gibiyiz,"İman, Tevhid ve Ahiret",16.01.2015,ALLAH’IN KUTLU ELÇİLERİNE SAYGI
Müslim,Hac,3,"Üç mescit için ibadet maksadıyla yolculuğa çıkılabilir: Mescid-i Haram, Benim şu mescidim ve Mescid-i Aksa.",İslam Coğrafyası ve Küresel Meseleler,08.12.2017,KAPANMAYAN YARAMIZ: KUDÜS
Müslim,Hac,3,"Kadınlar hakkında Allah'tan korkun. Çünkü siz, onları Allah'ın emaneti olarak aldınız ve Allah'ın adını anarak (nikâh kıyıp) kendinize helâl kıldınız","Ekonomik Hayat: Kazanç, Zekat ve İsraf",09.03.2018,"İSLAM'DA KADIN: ADALET, MERHAMET VE HAKKANİYET"
Müslim,Hac,3,İyi bilin ki faizin her çeşidi kesinlikle kaldırılmıştır.,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",23.08.2019,FAİZİN TOPLUMSAL ZARARLARI
Müslim,Nikâh,3,Sünnetimden yüz çeviren benden değildir.,"İman, Tevhid ve Ahiret",11.12.2015,DÜNYA-AHİRET DENGESİ
Müslim,Nikâh,3,"Kıyamet günü Allah katında hesabı sorulacak en büyük ihanetlerden biri, kişinin, eşinin mahremiyetini ifşa etmesidir.","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",14.02.2025,"MAHREMİYET, İNSANI SAYGIN KILAR"
Müslim,Nikâh,3,Allah senin için bu düğünü mübarek eylesin.,"Aile, Çocuk ve Nesil",20.07.2018,DÜĞÜN ÂDÂBI
Müslim,Vasiyye,3,"İnsan ölünce şu üçü dışında bütün amellerinin sevabı kesilir: Sadaka-i câriye yani faydası süregelen hayır, kendisinden istifade edilen ilim ve arkasından dua eden hayırlı evlât.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",04.05.2018,KESİNTİSİZ HAYIR ÇEŞMESİ: VAKIFLAR
Müslim,Vasiyye,3,"İnsanoğlu ebediyete irtihal ettiği zaman amel defteri kapanır. Şu üç kişinin defteri ise kapanmaz ve bunlara sevap yazılmaya devam eder. Ardında sadaka-i câriye, yani kalıcı bir hayır bırakan kişi. İlmini insanlığın hayır ve hizmetine sunan kişi. Kendisine hayır duada bulunan evlat yetiştiren kişi.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",10.05.2024,"MEDENİYETİMİZ, VAKIF MEDENİYETİDİR"
Müslim,Vasiyye,3,"İnsan ölünce üç şey dışında ameli kesilir. Sadaka-i câriye yani faydası kesintisiz devam eden hayır, kendisinden faydalanılan ilim ve kendisine dua eden hayırlı evlat.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",17.08.2018,SADAKA-İ CÂRİYE
Müslim,Vasiyyet,3,"İnsan ölünce şu üçü dışında bütün amellerinin sevabı kesilir: Sadaka-i câriye yani faydası kalıcı hayır, kendisinden istifade edilen ilim ve arkasından dua eden hayırlı evlât.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",14.05.2021,VAKIF: ŞEFKAT VE MERHAMET MEDENİYETİ
Müslim,Vasiyyet,3,Aslını vakfet. Mahsulünü de sadaka olarak dağıt.,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",14.05.2021,VAKIF: ŞEFKAT VE MERHAMET MEDENİYETİ
Müslim,Vasiyyet,3,"İnsanoğlu ebediyete irtihal ettiği zaman amel defteri kapanır. Şu üç kişinin defteri ise kapanmaz ve bunlara sevap yazılmaya devam eder: Ardında sadakayı cariye, yani kalıcı bir hayır bırakan kişi. İlmini insanlığın hayır ve hizmetine sunan kişi. Kendisine hayır duada bulunan bir evlat yetiştiren kişi.",Kur'an-ı Kerim,22.06.2018,YAZ KUR’AN KURSLARI VE ÖNEMİ
Taberânî,el-Mu’cemu’l-evsat,3,"Allah Teâlâ, birinizin yaptığı işi en sağlam şekilde yapmasından memnun olur.","Afet, Kriz ve Sağlık",11.11.2022,ÖNCE TEDBİR SONRA TEVEKKÜL
Taberânî,el-Mu’cemu’l-evsat,3,"Eğer bu kişi, ailesinin ve çocuklarının geçimini sağlamak için çalışıyorsa, Allah yolundadır. Anne ve babasının ihtiyaçlarını gidermek için çalışıyorsa, Allah yolundadır. Kendi izzet ve onurunu korumak için çalışıyorsa yine Allah yolundadır.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",25.04.2025,ALIN TERİ MUKADDESTİR
Taberânî,el-Mu’cemu’l-evsat,3,"Allah Teâlâ, istikamet üzere olan, saçları ağarmış ihtiyar bir Müslüman kendisine dua ettiğinde, duasını kabul etmemekten hayâ eder.","Aile, Çocuk ve Nesil",29.10.2021,"YAŞLILARIMIZA VEFA, RAHMET VE MAĞFİRET VESİLEMİZDİR"
Tirmizî,Fedâilü’l-cihâd,3,"Mümin, insanların can ve mal hususunda kendisine güvendiği kişidir. Müslüman; elinden ve dilinden insanlara zarar gelmeyen kimsedir.","Sabır, Tevekkül ve Manevi Olgunluk",10.04.2020,"İNSAN, SORUMLULUK SAHİBİDİR"
Tirmizî,Fedâilü’l-cihâd,3,"İki göz vardır ki cehennem ateşi onlara dokunmaz: Biri, Allah korkusundan ağlayan gözdür. İkincisi ise gecesini Allah yolunda nöbet tutarak geçiren gözdür!","Vatan, Millet ve Tarih",14.11.2025,VATAN VE MİLLET RUHUMUZ
Tirmizî,Fedâilü’l-cihâd,3,"İki göz vardır ki cehennem ateşi onlara dokunmaz: İlki, Allah korkusundan ağlayan göz. İkincisi ise gecesini Allah yolunda nöbet tutarak geçiren göz.","Vatan, Millet ve Tarih",30.08.2024,"BİZİ BİZ YAPAN, BİZİ MİLLET KILAN RUH"
Tirmizî,Savm,3,"ilk gecesinden itibaren şeytanların bağlandığı, cehennem kapılarının kapatıldığı, cennet kapılarının açıldığı, sayısız müminin ateşten azat edildiği","Ramazan, Oruç ve Bayramlar",03.05.2019,HOŞ GELDİN YA ŞEHR-İ RAMAZAN
Tirmizî,Savm,3,Ey iyilik isteyen! İbadete ve kulluğa gel! Ey kötülük isteyen! Günahlarından vazgeç!,"Ramazan, Oruç ve Bayramlar",25.05.2018,ORUÇ VE KUR’ÂN AYI RAMAZAN
Tirmizî,Savm,3,"Şaban ayının yarısına denk gelen bu gece, Allah dünya semasına rahmetiyle tecelli eder ve Kelb kabilesinin koyunlarının yünlerinden daha fazla sayıda insanı affeder.","Kandiller, Muharrem ve Mübarek Geceler",26.03.2021,BERAT GECESİ: AF VE MAĞFİRET GECESİ
Tirmizî,Tefsîru’l-Kur’ân,3,Kul bir günah işlediği zaman kalbinde siyah bir nokta oluşur. Bundan vazgeçip tövbe ve istiğfar ederse kalbi parlar. Günaha devam ederse siyah nokta artar ve sonunda tüm kalbini kaplar.,"İman, Tevhid ve Ahiret",10.10.2025,CENÂB-I HAKK’IN NAZARGÂHI: KALP
Tirmizî,Tefsîru’l-Kur’ân,3,"Bu Kurban Bayramı gününüz, bu Zilhicce ayınız, bu Mekke şehriniz nasıl saygın ise kanlarınız, mallarınız, şeref ve haysiyetiniz de aynı şekilde saygındır, dokunulmazdır… Dikkat edin! Müslüman, Müslümanın kardeşidir. Müslümana, gönül rızası olmadan kardeşinin malı helâl olmaz…",Peygamberimiz ve Ashab,12.04.2013,PEYGAMBERİMİZ VE İNSAN ONURU
Tirmizî,Tefsîru’l-Kur’ân,3,İnsanlar nazarında kişiyi yücelten malı ise de Allah katında onu yücelten takvasıdır.,"İman, Tevhid ve Ahiret",24.09.2021,TAKVA: RABBİMİZİN RIZASINI DİRİ TUTMA BİLİNCİ
İbn Mâce,Et’ıme,3,"Aranızda selâmı yayın. Birbirinize ikramda bulunun. Sıla-i rahmi, akrabalık ilişkilerini gözetin…","Toplumsal Dayanışma, Merhamet ve Kardeşlik",08.07.2016,RABBİMİZE YAKINLAŞMA VESİLESİ: SILA-İ RAHİM
İbn Mâce,Et’ıme,3,"Ey insanlar! Selâmı aranızda yayın, yemek yedirin, akrabalık bağlarınızı gözetin, insanlar uykuda iken namaz kılın ve selametle cennete girin","Ramazan, Oruç ve Bayramlar",20.03.2026,RAMAZAN BAYRAMI
İbn Mâce,Et’ıme,3,"Ey insanlar! Selâmı aranızda yayın, yemek yedirin, akrabalık hukukunu gözetin","Ramazan, Oruç ve Bayramlar",27.05.2026,KURBAN BAYRAMI
İbn Mâce,Sünnet,3,"Ben, ancak bir öğretmen olarak gönderildim.","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",05.09.2025,İLİM HAKKI BİLMEKTİR
İbn Mâce,Sünnet,3,"İlim öğreten kimseye, öğrettiği ilimle amel edenlerin kazandıkları kadar ecir verilir…","Toplumsal Dayanışma, Merhamet ve Kardeşlik",21.11.2025,ŞİDDETİN ÇARESİ MERHAMET EĞİTİMİ
İbn Mâce,Sünnet,3,"İlim öğreten kimseye, öğrettiği ilimle amel edenlerin kazandıkları sevap kadar sevap verilir…","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",22.11.2024,"İLİM İZZETE, ŞİDDET ZİLLETE GÖTÜRÜR"
İbn Mâce,Tahâret,3,"Evet, akan bir nehirden abdest alsan bile","Ekonomik Hayat: Kazanç, Zekat ve İsraf",08.06.2018,"AFİYET OLSUN, İSRAF OLMASIN"
İbn Mâce,Tahâret,3,"Ben size, bir babanın evladına öğrettiği gibi öğretiyorum",Peygamberimiz ve Ashab,18.02.2022,PEYGAMBERİMİZİN AHLAKI KUR’AN’DI
İbn Mâce,Tahâret,3,Akan bir nehirden bile abdest alırken suyu gereksiz kullanmak israf olur.,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",18.07.2025,SUYUMUZU İSRAF ETMEYELİM
Buhârî,Deavât,2,"Rabbini zikreden ile zikretmeyenin durumu, diri ile ölünün durumu gibidir.",İbadet ve Kulluk,02.06.2023,KALPLER ALLAH’I ZİKRETMEKLE HUZURA KAVUŞUR
Buhârî,Deavât,2,"Rabbini zikreden ile zikretmeyenin durumu, diri ile ölünün durumuna benzer.","Sabır, Tevekkül ve Manevi Olgunluk",13.11.2015,ZİKİR: KALPLERE HAYAT VEREN İKSİR
Buhârî,Edep,2,"Rızkının bol, ömrünün bereketli olmasını arzu eden, akrabalık bağını devam ettirsin.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",11.08.2023,SILA-İ RAHİM: RAHMET VE BEREKET VESİLEMİZ
Buhârî,Edep,2,"Nasıl bir uzvu rahatsızlandığında bedenin diğer uzuvları uykusuzluk ve ateş ile onun için çırpınırsa, müminleri de birbirine karşı merhamet, muhabbet ve şefkat gösterme hususunda böyle bir beden bütünlüğü içerisinde görürsün.",İslam Coğrafyası ve Küresel Meseleler,18.07.2014,MAZLUMLARIN ÜMİDİ OLABİLMEK
Buhârî,Ehâdîsü’l-Enbiyâ,2,Utanmazsan dilediğini yap.,"İman, Tevhid ve Ahiret",13.10.2017,CENNET YOLCUSU OLABİLMEK
Buhârî,Ehâdîsü’l-Enbiyâ,2,Utanmadıktan sonra dilediğini yap.,"İman, Tevhid ve Ahiret",27.11.2015,İMANI HAYAT KILABİLMEK
Buhârî,Mevâkîtü’s-salât,2,İşte beş vakit namaz da böyledir. Allah bu namazlarla günahları yok eder.,İbadet ve Kulluk,13.12.2019,NAMAZ: RABBİMİZE YAKIN OLMA ÇABAMIZ
Buhârî,Mevâkîtü’s-salât,2,"İkindi namazını kılmayan kimse, sanki ailesini ve malını yitirmiş gibidir.",İbadet ve Kulluk,26.09.2025,"PEYGAMBERİMİZ (S.A.S), CAMİ VE NAMAZ"
Buhârî,Müsâkât,2,Her canlıya yapılan iyilikte bir sevap vardır.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",25.11.2022,MERHAMET TOPLUMU
Buhârî,Müsâkât,2,Her canlıya yapılan iyilikte sevap vardır.,"Ahlak, Erdem ve Söz",29.01.2021,HAYVANLARA MERHAMET: DİNÎ VE İNSANÎ SORUMLULUĞUMUZ
Dârimî,Siyer,2,"Allah katında komşuların en hayırlısı, komşusuna en güzel davranandır.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",05.04.2019,MÜSLÜMAN HAYIRLI BİR KOMŞUDUR
Dârimî,Siyer,2,Fetihten sonra hicret yoktur.,"Kandiller, Muharrem ve Mübarek Geceler",24.10.2014,HİCRET: FITRATA YAPILAN YOLCULUK
Ebû Dâvûd,Cenâiz,2,Cenaze namazı kıldığınız zaman ölen kimseye samimiyetle dua ediniz,"İman, Tevhid ve Ahiret",05.10.2018,CENAZE ÂDÂBI: AHİRET YOLCUSUNA
Ebû Dâvûd,Cenâiz,2,"Bir yerde veba olduğunu duyarsanız oraya girmeyin, bulunduğunuz yerde veba çıkarsa o bölgeden de ayrılmayın!","Afet, Kriz ve Sağlık",27.03.2020,ZORLUKLAR KARŞISINDA MÜMİN
Ebû Dâvûd,Cihâd,2,Anne babanın yanına geri dön ve her ikisini de nasıl ağlattıysan öylece güldür!,"Aile, Çocuk ve Nesil",02.09.2022,ANNE BABA: CENNETİ KAZANMA VESİLESİ
Ebû Dâvûd,Cihâd,2,Onların yanına geri dön ve ikisini de nasıl ağlattıysan öylece güldür!,Peygamberimiz ve Ashab,22.10.2021,"ONUN BİZE MİRASI, EŞSİZ VEFASI"
Ebû Dâvûd,Kadâ’ (Akdiye),2,"Kim zarar verirse Allah da ona zarar verir. Kim insanlara güçlük çıkarırsa, Allah da ona güçlük çıkarır.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",13.09.2019,HER CAN DOKUNULMAZDIR
Ebû Dâvûd,Kadâ’ (Akdiye),2,"Kim insanlara zarar verirse Allah da ona zarar verir. Kim insanlara zorluk çıkarırsa, Allah da ona zorluk çıkarır.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",25.04.2025,ALIN TERİ MUKADDESTİR
Ebû Dâvûd,Nikâh,2,"Nikâhın en hayırlısı, en kolay olanıdır.","Aile, Çocuk ve Nesil",13.06.2025,DÜĞÜN YAPMANIN DA BİR ÂDÂBI VARDIR
Ebû Dâvûd,Nikâh,2,"Nikâhın en hayırlısı, en kolay olanıdır","Aile, Çocuk ve Nesil",26.06.2026,AİLE OLMAK
Ebû Dâvûd,Tahâret,2,Kadın ve erkek bir bütünü tamamlayan iki eşit parçadır.,"Aile, Çocuk ve Nesil",08.03.2013,BİR KUL OLARAK KADIN
Ebû Dâvûd,Tahâret,2,Bir bütünün birbirini tamamlayan iki yarısı,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",09.03.2018,"İSLAM'DA KADIN: ADALET, MERHAMET VE HAKKANİYET"
Müslim,Cennet,2,Giyinik çıplaklardır.,"Ahlak, Erdem ve Söz",01.08.2025,"HAYÂ: ALLAH’IN EMRİ, FITRATIN GEREĞİ"
Müslim,Cennet,2,"Allah bana, mütevazı olup birbirinize karşı övünmemenizi ve birbirinize karşı haddi aşan davranışlarda bulunmamanızı vahyetti.","Ahlak, Erdem ve Söz",20.09.2019,TEVAZU İNSANI YÜCELTİR
Müslim,Fedâilü’s-Sahâbe,2,"Bu güzel davranışlar kimde bulunursa, o mutlaka cennete girer.","İman, Tevhid ve Ahiret",06.07.2018,ALLAH’IN RIZASINA ULAŞTIRAN SALİH AMELLER
Müslim,Fedâilü’s-Sahâbe,2,Ben onun sevgisi ile rızıklandırıldım.,"Aile, Çocuk ve Nesil",12.09.2025,PEYGAMBERİMİZ VE AİLE AHLAKI
Müslim,Müsâfirîn,2,Allah’ım! Beni güzel ahlaka eriştir. Senden başka güzel ahlaka eriştirecek yoktur. Kötü ahlakı benden uzaklaştır. Senden başka kötü ahlakı benden uzaklaştıracak yoktur.,Peygamberimiz ve Ashab,04.09.2026,PEYGAMBERİMİZ VE GÜZEL AHLAK
Müslim,Müsâfirîn,2,Allah katında amellerin en sevimlisi az da olsa devamlı olanıdır.,"Ramazan, Oruç ve Bayramlar",20.03.2026,HAYATI RAMAZAN KILMAK
Müslim,Salât,2,Kuluma dilediği verilecektir.,Kur'an-ı Kerim,08.01.2021,FÂTİHA SÛRESİ: KUR’AN’IN MUKADDİMESİ
Müslim,Salât,2,Kulun Rabbine en yakın olduğu an secde halidir,İbadet ve Kulluk,09.01.2026,NAMAZ
Müslim,İmâre,2,Câhiliye ölümü,"Aile, Çocuk ve Nesil",05.06.2015,"İSLÂM, IRKÇILIĞIN HER TÜRLÜSÜNÜ REDDEDER"
Müslim,İmâre,2,Sizden kimi bir işte görevlendirirsek ve o da bizden iğne miktarı ya da daha büyük bir şeyi gizlerse bu bir ihanet olur ve kıyamet günü onu (kendi elleriyle) getirir.,"Ahlak, Erdem ve Söz",27.03.2015,KUL VE KAMU HAKKI
Nesâi,Gusül,2,"Allah halîmdir, hayâ sahibidir, kusurları örtendir. Hayâyı ve örtünmeyi sever.","Ahlak, Erdem ve Söz",16.09.2022,"TAKVA, HAYÂ VE TESETTÜR"
Nesâi,Gusül,2,"Allah halîmdir, hayâ sahibidir, kusurları örtendir. Hayâyı ve örtünmeyi sever…","Ahlak, Erdem ve Söz",26.07.2019,BEDEN MAHREMİYETİ VE TESETTÜR
Nesâi,Işratü’n-nisâ’,2,Gözümün nuru,"Kandiller, Muharrem ve Mübarek Geceler",13.04.2018,MİRAÇ KANDİLİ: KULUN ALLAH'A YAKIN OLMA ÇABASI
Nesâi,Işratü’n-nisâ’,2,Gözümün nuru,"Kandiller, Muharrem ve Mübarek Geceler",29.03.2019,MİRAÇ GECESİ
Nesâi,Sıyâm,2,"Mübarek Ramazan ayı geldi. Yüce Allah bu ayda size oruç tutmayı farz kıldı. Bu ayda cennet kapıları açılır, cehennem kapıları kapanır...","Ramazan, Oruç ve Bayramlar",13.02.2026,RAMAZAN İKLİMİ
Nesâi,Sıyâm,2,"Mübarek Ramazan ayına kavuştunuz. Yüce Allah bu ayda size oruç tutmayı farz kıldı. Bu ayda cennet kapıları açılır, cehennem kapıları ise kapanır ve şeytanların azgınları bağlanır.","Ramazan, Oruç ve Bayramlar",24.04.2020,RAMAZAN: SABIR VE İRADE EĞİTİMİ
Taberânî,el-Mu’cemü’l-kebîr,2,"Allah kişinin, işini sağlam yapmasından hoşlanır",Peygamberimiz ve Ashab,21.08.2026,MEVLİD-İ NEBİ
Taberânî,el-Mu’cemü’l-kebîr,2,"Hastalandığında ziyaret etmen, öldüğünde cenazesine katılman, borç istediğinde vermen, muhtaç olduğunda ihtiyacını karşılaman, hayırlı işlerini tebrik etmen, musibet anında sabrı tavsiye etmendir.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",21.10.2022,KOMŞULUK HUKUKU
Tirmizî,Daavât,2,"Dua, ibadetin özüdür",İbadet ve Kulluk,06.06.2014,"DUA, İBADETİN ÖZÜDÜR"
Tirmizî,Daavât,2,"Allah'ım! Kulağımın kötülüğünden, gözümün kötülüğünden, dilimin kötülüğünden, kalbimin kötülüğünden sana sığınırım.","Ahlak, Erdem ve Söz",28.11.2014,DİLİN ESİRİ OLMAYALIM!
İbn Hişâm,Sîret,2,"Amca! Güneşi sağ elime, ayı da sol elime verseler, ben bu davadan asla vazgeçmem. Allah, ya dinini üstün kılar, ya da ben bu yolda canımı veririm.","Ahlak, Erdem ve Söz",19.08.2016,MÜMİN VE EMANET BİLİNCİ
İbn Hişâm,Sîret,2,Bunları eğer o söylemişse mutlaka doğrudur.,"Ahlak, Erdem ve Söz",23.01.2015,ERDEMLİ BİR DURUŞ: SADÂKAT
İbn Mâce,Ahkâm,2,Zarar vermek de yok! Zarara uğramak da yok!,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",13.09.2019,HER CAN DOKUNULMAZDIR
İbn Mâce,Ahkâm,2,"Zarar vermek de, zarara zararla karşılık vermek de yoktur","Aile, Çocuk ve Nesil",24.04.2020,RAMAZAN: SABIR VE İRADE EĞİTİMİ
İbn Mâce,Et’ime,2,Korkma! Ben de senin gibi kuru et yiyen bir kadının oğluyum.,"Kandiller, Muharrem ve Mübarek Geceler",08.11.2019,MEVLİD-İ NEBİ
İbn Mâce,Et’ime,2,Endişelenme! Ben de senin gibi kuru et yiyen bir kadının oğluyum.,Peygamberimiz ve Ashab,29.08.2025,ÂLEMLERE RAHMET HZ. MUHAMMED (S.A.S)
İbn Mâce,Fiten,2,Zalimin zulmünü önlemedikçe size de kurtuluş yoktur.,İslam Coğrafyası ve Küresel Meseleler,04.10.2024,ZULÜM ASLA PAYİDAR OLMAZ
İbn Mâce,Fiten,2,Zalimin zulmünü önlemedikçe size de kurtuluş yoktur.,İslam Coğrafyası ve Küresel Meseleler,07.04.2017,ZULÜM EBEDİ DEĞİLDİR
Ahmed b. Hanbel,,1,Ne mutlu beni görmeden iman edenlere,Peygamberimiz ve Ashab,04.09.2026,PEYGAMBERİMİZ VE GÜZEL AHLAK
Ahmed b. Hanbel,Müsned IV,1,"Konstantiniyye mutlaka fetholunacaktır. Onu fetheden komutan ne güzel komutandır! Ve o asker, ne güzel askerdir!","Vatan, Millet ve Tarih",28.05.2021,"YÜCE ALLAH, MÜMİNLERİN YARDIMCISIDIR"
Beyhakî,es-Sünenü’l-kübrâ,1,Komşusu açken tok yatan kimse hakkıyla iman etmiş sayılmaz,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",05.04.2019,MÜSLÜMAN HAYIRLI BİR KOMŞUDUR
Buhârî,Bed’ü’l-halk,1,"Ben salih kullarım için cennette hiçbir gözün görmediği, hiçbir kulağın işitmediği ve hiçbir insanın hayal edemeyeceği birtakım nimetler hazırladım.","İman, Tevhid ve Ahiret",20.11.2020,CENNET: MÜMİNLERİ BEKLEYEN SONSUZ NİMET
Buhârî,Fadlü’s-salât,1,"Yeryüzünde ibadet gayesiyle sadece üç mescid için yolculuğa çıkılır: Mescid-i Harâm, Mescid-i Nebevî ve Mescid-i Aksâ.",İslam Coğrafyası ve Küresel Meseleler,07.02.2020,KUDÜS İSLAM YURDUDUR
Buhârî,Ferâiz,1,"Her kim öldükten sonra geride mal bırakırsa, o mal mirasçılarınındır.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",15.01.2021,MİRAS: HER HAK SAHİBİNE HAKKINI VERMEK
Buhârî,Menakıb,1,Yavrum! Sorumluluklarını yerine getir ve kendini ateşten koru. Yaşadığım müddetçe babalık görevimi eksiksiz yerine getiririm. Lâkin hesap günü sana bir faydam dokunmaz.,"Sabır, Tevekkül ve Manevi Olgunluk",19.01.2018,ÖNCE KENDİMİZDEN SORUMLUYUZ
Buhârî,Merdâ,1,"Batan bir diken bile olsa Müslüman'ın başına gelen her bir musibeti, Allah onun günahlarına kefaret kılar.","Afet, Kriz ve Sağlık",16.08.2019,GÜVENLİ BİR HAYAT İÇİN AFETLERE HAZIR OLALIM
Buhârî,Meğâzî,1,"Allah’a yemin olsun ki Rabbimizin senin vesilenle bir kişiyi hidayete erdirmesi, senin için dünyadan ve içindekilerden daha hayırlıdır","Ahlak, Erdem ve Söz",25.09.2026,TEBLİĞ SORUMLULUĞUMUZ
Buhârî,Sulh,1,"İki kişinin arasını bulman, iki kişinin arasında adaletle hükmetmen sadakadır.","Ahlak, Erdem ve Söz",04.04.2014,DOĞRULUK VE SADAKA
Buhârî,Tıb,1,"Allah, indirdiği her hastalığın muhakkak şifasını da vermiştir.","Afet, Kriz ve Sağlık",13.03.2020,TEDBİR MÜMİN’DEN TAKDİR ALLAH’TANDIR
Buhârî,Tıp,1,"Hastalık taşıyan kişi, sağlam kişinin yanına gitmesin!","Afet, Kriz ve Sağlık",27.03.2020,ZORLUKLAR KARŞISINDA MÜMİN
Buhârî,İmân,1,"Din kolaylıktır. Bir kişi takatinin üstünde ibadete kalkışırsa din karşısında aciz kalır. Bunun için aşırıya kaçmayınız, dosdoğru yolu tutunuz ve (salih amellerden alacağınız mükâfattan ötürü) sevininiz.","Sabır, Tevekkül ve Manevi Olgunluk",06.03.2015,"ALLAH, AŞIRI GİDENLERİ SEVMEZ"
