tarih,yil,baslik,ana_tema,ikincil_temalar,ozet,anahtar_kelimeler
13.05.2021,2021,KUDÜS’ÜN ÖZGÜR OLDUĞU BAYRAMLARA,"Toplumsal Dayanışma, Merhamet ve Kardeşlik","Ramazan, Oruç ve Bayramlar; İslam Coğrafyası ve Küresel Meseleler","Hutbe, salgının gölgesinde geçirilen bir bayram sevincini anlatarak zorlukla beraber kolaylığın geldiğini bildiren ayetle umut mesajı verir. Kudüs’ün özgür olduğu bayramlara duyulan özlem dile getirilir. Hutbe, müminlerin bir beden gibi birbirinin acısını paylaştığını bildiren hadisle tamamlanır.",Kudüs; bayram; salgın; umut; kardeşlik; dayanışma
14.05.2021,2021,VAKIF: ŞEFKAT VE MERHAMET MEDENİYETİ,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",,"Hutbe, ölen insanın sadaka-i câriye, faydalı ilim ve hayırlı evlat dışında amellerinin kesileceğini bildiren hadisle vakıf kurumunu şefkat ve merhamet medeniyetinin simgesi olarak tanıtır. Vakıfların İslam medeniyetindeki köklü yerine değinilir. Hutbe, mazlum Müslümanlara ve vatana kurtuluş dileyen bir dua ile tamamlanır.",vakıf; sadaka-i câriye; hayır kurumları; İslam medeniyeti; hizmet; kalıcı hayır
21.05.2021,2021,ZULÜM CEZASIZ KALMAZ,İslam Coğrafyası ve Küresel Meseleler,,"Hutbe, Allah’ın zalimlerin yaptıklarından habersiz olmadığını, cezalarını erteleyerek büyük bir güne bıraktığını bildiren ayetle zulmün cezasız kalmayacağını anlatır. Zalimlerin dünyada rezillik, ahirette azap göreceği vurgulanır. Hutbe, Filistinli kardeşlere yardım çağrısıyla tamamlanır.",zulüm; adalet; Filistin; mazlumlara destek; ilahi ceza; umut
28.05.2021,2021,"YÜCE ALLAH, MÜMİNLERİN YARDIMCISIDIR","Sabır, Tevekkül ve Manevi Olgunluk",Kur'an-ı Kerim,"Hutbe, Hendek Savaşı’nda müminlerin karşılaştığı büyük bir kayanın Peygamberimizin duasıyla parçalanması kıssasıyla Allah’ın müminlerin yardımcısı olduğunu anlatır. Zorluklar karşısında Allah’a güvenin ve istişarenin önemi vurgulanır. Hutbe, yardımın Allah’tan geldiğini bildiren ayetle tamamlanır.",Hendek Savaşı; Allah’ın yardımı; istişare; tevekkül; mucize; sabır
04.06.2021,2021,İSLAM ZARARLI ALIŞKANLIKLARI YASAKLAR,"Aile, Çocuk ve Nesil","Sabır, Tevekkül ve Manevi Olgunluk; Afet, Kriz ve Sağlık","Hutbe, İslam’ın can, mal, akıl, din ve nesil korunmasını emrettiğini, zararlı alışkanlıkların bu değerlere zarar verdiği için yasaklandığını anlatır. Sağlıklı ve huzurlu bir hayat için helal ve haram ayrımının önemine değinilir. Hutbe, çocuk ve gençlerin zararlı alışkanlık tuzaklarından korunması çağrısıyla tamamlanır.",zararlı alışkanlıklar; helal-haram; sağlık; gençlik; koruyucu tedbir; aile bilinci
11.06.2021,2021,AİLEMDE MERHAMET VE HUZUR VAR,"Toplumsal Dayanışma, Merhamet ve Kardeşlik","Aile, Çocuk ve Nesil","Hutbe, eşler arasında huzur, muhabbet ve rahmet var edildiğini bildiren ayetle ailede merhamet ve huzurun önemini anlatır. Merhamet edene Rahmân’ın da merhamet edeceği hadisle desteklenir. Hutbe, aileden başlayıp topluma yayılan bir merhamet medeniyeti inşa etme çağrısıyla tamamlanır.",aile; merhamet; huzur; eşler arası sevgi; Rahmân’ın merhameti; toplumsal ahlak
18.06.2021,2021,MÜSLÜMAN ŞAHSİYETİ,"Ahlak, Erdem ve Söz","Vatan, Millet ve Tarih; Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","Hutbe, İslam’ın insanı şahsiyetiyle inşa eden bir din olduğunu, duygu, düşünce ve davranışları olgunlaştırdığını anlatır. Hayatın anlamı ve gayesine dair soruların cevabının Müslüman şahsiyetinde bulunduğu vurgulanır. Hutbe, dosdoğru olanlara meleklerin müjde vereceğini bildiren ayetle tamamlanır.",Müslüman şahsiyeti; kimlik inşası; ahlak; değerler; istikamet; kişilik gelişimi
25.06.2021,2021,KUR’AN’IN MANEVÎ İKLİMİYLE BULUŞALIM,Kur'an-ı Kerim,"Sabır, Tevekkül ve Manevi Olgunluk","Hutbe, Peygamberimizin Abdullah b. Mesûd’dan kendisine Kur’an okumasını istediği kıssayla Kur’an’ın manevi iklimiyle buluşmanın önemini anlatır. Peygamberimizin Kur’an’ı başkasından dinlemeyi sevdiği vurgulanır. Hutbe, Kur’an’ı öğrenen ve öğretenin en hayırlı olduğunu bildiren hadisle tamamlanır.",Kur’an; Abdullah b. Mesûd; Kur’an tilaveti; manevi iklim; öğrenme ve öğretme; ibadet
02.07.2021,2021,DÜĞÜNLERİMİZDE NEBEVÎ ÖLÇÜYE RİAYET EDELİM,"Aile, Çocuk ve Nesil",,"Hutbe, Hz. Fâtıma ile Hz. Ali’nin sade düğününü örnek göstererek düğünlerde nebevi ölçüye riayet edilmesi gerektiğini anlatır. Evliliğin Allah’ın emri ve Peygamberimizin sünneti olduğu vurgulanır. Hutbe, eşler arasındaki sevgi ve rahmet bağı için şükür çağrısıyla tamamlanır.",düğün; evlilik; israf; sadelik; Hz. Fâtıma ve Hz. Ali; nebevi ölçü
09.07.2021,2021,"İHANETE KARŞI SADAKATE, CESARETE VE ŞEHADETE ŞAHİDİZ","Vatan, Millet ve Tarih","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Hutbe, Medine’de münafıkların Müslümanlara zarar vermek için inşa ettiği Mescid-i Dırâr kıssasıyla ihanete karşı sadakat, cesaret ve şehadeti işler. Münafıkların bozgunculuk faaliyetlerinin akim kaldığı anlatılır. Hutbe, vatan uğruna canını feda eden şehit ve gazilere rahmet dileğiyle tamamlanır.",ihanet; Mescid-i Dırâr; sadakat; münafıklık; şehitlik; vatan
16.07.2021,2021,"KURBAN: TEVHİDİN SEMBOLÜ, İSLAM’IN ŞİARI","Ramazan, Oruç ve Bayramlar",İbadet ve Kulluk,"Hutbe, Peygamberimizin Medine’de bayram sabahı kestiği kurbanlar üzerinden kurbanın tevhidin sembolü ve İslam’ın şiarı olduğunu anlatır. Kurban ibadetinin bayram namazından sonra eda edildiği hatırlatılır. Hutbe, herkesin sağlık ve afiyet içinde bayrama ulaşması dileğiyle tamamlanır.",kurban; tevhid; bayram namazı; İslam’ın şiarı; ibadet; paylaşma
20.07.2021,2021,KURBAN BAYRAMI,"Ramazan, Oruç ve Bayramlar",,"Hutbe, Zilhicce ayının onuncu gününün Allah katında günlerin en değerlisi olduğunu bildiren hadisle Kurban Bayramı’nın önemini anlatır. Kurbanla Allah’a yaklaşmanın ve zikir ile şükrün bir arada yaşandığı vurgulanır. Hutbe, milletin ve İslam âleminin bayramını tebrik ederek tamamlanır.",kurban bayramı; Zilhicce; şükür; ibadet; bayram tebriği; kulluk
23.07.2021,2021,MÜSLÜMAN’IN MÜSLÜMAN ÜZERİNDEKİ HAKLARI,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",,"Hutbe, Kurban Bayramı’nın birlik ve kardeşliği pekiştiren bir vesile olduğunu anlatarak Müslüman’ın Müslüman üzerindeki haklarını işler. Selamlaşmak, hasta ziyareti ve cenazeye katılmak gibi karşılıklı hakların önemi vurgulanır. Hutbe, müminler arasında kin tutulmaması için yapılan bir dua ile tamamlanır.",Müslüman kardeşliği; hukuk-u İslam; selamlaşma; hasta ziyareti; birlik; dayanışma
30.07.2021,2021,AFETLERE KARŞI SORUMLULUĞUMUZUN İDRAKİNDE OLALIM,"Afet, Kriz ve Sağlık","Ahlak, Erdem ve Söz; Toplumsal Dayanışma, Merhamet ve Kardeşlik","Hutbe, insanın bir çevre içinde ve çevreye muhtaç yaratıldığını, kâinatın Allah’ın insana emaneti olduğunu anlatarak afetlere karşı sorumluluk bilincini işler. İnsanın yeryüzünün halifesi olarak tüm mahlûkata karşı şefkatli olması gerektiği vurgulanır. Hutbe, afetlerde hayatını kaybedenlere rahmet dileğiyle tamamlanır.",afet bilinci; çevre; emanet; halifelik; doğa koruma; şefkat
06.08.2021,2021,ZORLUKLAR BİRLİKTE AŞILIR,"Afet, Kriz ve Sağlık","Toplumsal Dayanışma, Merhamet ve Kardeşlik; Sabır, Tevekkül ve Manevi Olgunluk","Hutbe, orman yangınları felaketinin ardından zorlukların birlikte aşılabileceğini anlatarak dayanışma çağrısı yapar. Yangınların çoğunun söndürüldüğü, bazı bölgelerde çalışmaların devam ettiği belirtilir. Hutbe, afetle mücadele eden görevlilere kolaylık ve yardım dileğiyle tamamlanır.",orman yangını; afet; dayanışma; çevre felaketi; gönüllülük; sabır
13.08.2021,2021,KERBELÂ’YI İBRET NAZARIYLA OKUYALIM,"Kandiller, Muharrem ve Mübarek Geceler",,"Hutbe, yeni hicri yıla girilmesi vesilesiyle Kerbelâ hadisesini ibret nazarıyla okuma çağrısı yapar. Hicretin bir mekândan diğerine yolculuktan öte kötülükten iyiliğe geçiş olduğu anlatılır. Hutbe, sabredenlerin Allah ile beraber olacağını bildiren ayetle tamamlanır.",Kerbelâ; Muharrem; hicri yıl; hicret; sabır; ibret
20.08.2021,2021,MÜSLÜMAN İŞİNİ SAĞLAM VE GÜZEL YAPAR,"Ekonomik Hayat: Kazanç, Zekat ve İsraf","Ahlak, Erdem ve Söz","Hutbe, yapılan işi güzel yapanları Allah’ın sevdiğini bildiren ayetle Müslüman’ın işini sağlam ve güzel yapması gerektiğini anlatır. Allah’ın işini en iyi şekilde yapandan memnun kaldığı hadisle desteklenir. Hutbe, güzel iş yapanların ecrinin zayi olmayacağını bildiren ayetle tamamlanır.",iş ahlakı; kalite; özen; emek; ihsan; çalışma bilinci
27.08.2021,2021,ALLAH’IN YARDIM ETTİĞİNE MAĞLUBİYET YOKTUR,"Vatan, Millet ve Tarih",,"Hutbe, Allah yardım ederse hiç kimsenin galip gelemeyeceğini bildiren ayetle Allah’ın yardım ettiğine mağlubiyet olmadığını anlatır. Allah’tan başka ilah olmadığını bildiren tevhid ifadesiyle tekbir vurgulanır. Hutbe, vatan uğruna şehit olanların rahmetle anılmasıyla tamamlanır.",Allah’ın yardımı; tevhid; zafer; şehitlik; tevekkül; 30 ağustos
03.09.2021,2021,ALLAH İLİM YOLCUSUNA CENNETİ KOLAYLAŞTIRIR,"Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",,"Hutbe, ilim öğrenmenin İslam'daki değerini ve insanı Allah'a yaklaştıran bilginin önemini ele alır. İlmin ancak amele dönüştüğünde ve Allah rızası gözetilerek elde edildiğinde kıymetli olduğu vurgulanır. Hutbe, yeni eğitim öğretim yılına başlayan öğrencilere başarı ve salgından korunma temennisiyle sona erer.",ilim; eğitim öğretim; âlim; faydalı bilgi; okullar; salgın tedbiri
10.09.2021,2021,CUMA NAMAZI: HAFTALIK BULUŞMAMIZ,İbadet ve Kulluk,,"Hutbe, Cuma namazının Hz. Peygamber'in hicreti sırasında kılınmasıyla başlayan tarihini ve bu günün müminler için haftalık bir buluşma ve diriliş vesilesi olduğunu anlatır. Cuma namazına hazırlığın edepleri, hutbeyi dinlerken dikkat edilmesi gereken kurallar ve namazı ihmal etmenin ağır sonuçları hatırlatılır. Hutbe, ailece camiye devam çağrısıyla ve günahların affına vesile olacağı müjdesiyle tamamlanır.",cuma namazı; hutbe adabı; cuma günü; cemaatle ibadet; gusül ve temizlik
17.09.2021,2021,TİCARET HAYATINDA HELAL HARAM BİLİNCİ,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",,"Hutbe, Hz. Peygamber'in ticarette dürüstlüğü teşvik eden bir olayından yola çıkarak İslam'ın helal kazanç ve ahlaklı alışverişe verdiği önemi işler. Hile, aldatma, karaborsacılık ve fahiş fiyat gibi haksız kazanç yollarının yasak olduğu vurgulanır. Hutbe, Ahilik geleneğinin ahlaki öğütleriyle helal ve bereketli bir ticaret hayatına davetle sona erer.",ticaret ahlakı; helal kazanç; dürüstlük; ahilik; karaborsacılık; ölçü tartı
24.09.2021,2021,TAKVA: RABBİMİZİN RIZASINI DİRİ TUTMA BİLİNCİ,"İman, Tevhid ve Ahiret","Sabır, Tevekkül ve Manevi Olgunluk","Hutbe, takvayı Allah'ın rızasını sürekli gözetme ve günahlardan sakınma bilinci olarak tanımlar; takvanın kelime-i tevhitten başlayıp Allah'a itaate ve kalbin arınmasına uzanan derecelerini anlatır. Takva sahibi müminin ibadetlerini eksiksiz yerine getirdiği, kul hakkına riayet ettiği ve helal kazanca özen gösterdiği vurgulanır. Hutbe, Allah katındaki asıl değerin mal değil takva olduğunu hatırlatarak takvaya bürünme çağrısıyla biter.",takva; kelime-i tevhid; allah'a itaat; kalbin arınması; muttakiler
01.10.2021,2021,MÜMİN CAMİYE VEFALIDIR,İbadet ve Kulluk,,"Hutbe, camilerin İslam'daki merkezi konumunu ve Hz. Peygamber'in cami ile ilgilenenlere gösterdiği vefayı anlatan bir kıssayla başlar. Cami ve mescitlerin sadece inşa edilmesinin değil, cemaatle şenlendirilip gönüllerle imar edilmesinin asıl önemli olduğu vurgulanır. Hutbe, Camiler ve Din Görevlileri Haftası vesilesiyle din hizmetine emek verenleri anma ve camilere sahip çıkma çağrısıyla sona erer.",cami; mescit; camiler ve din görevlileri haftası; din görevlileri; cemaat
08.10.2021,2021,SONSUZ HAYAT AHİRET,"İman, Tevhid ve Ahiret",,"Hutbe, kıyametin vaktini soran bir sahabiye Hz. Peygamber'in ahirete hazırlığı hatırlattığı kıssayla dünyanın geçici, ahiretin ise asıl ve kalıcı yurt olduğunu anlatır. Ahirete iman etmenin insana sorumluluk bilinci, sabır ve tevekkül kazandırdığı, her amelin karşılığının mutlaka görüleceği vurgulanır. Hutbe, mahşer günü için şimdiden hazırlanma ve Allah'a karşı gelmekten sakınma çağrısıyla sona erer.",ahiret; hesap günü; ölüm ve diriliş; amel defteri; dünya hayatının geçiciliği
15.10.2021,2021,MÜBAREK GECE MEVLİD-İ NEBİ,Peygamberimiz ve Ashab,,"Hutbe, Mevlid-i Nebi gecesi vesilesiyle Hz. Peygamber'in insanlığa rehberliğini ve getirdiği rahmet, adalet ve ahlak mesajını anlatır. Peygamberimizin sünnetine sarılmanın ve onu örnek almanın toplumu yeniden asr-ı saadet ruhuna kavuşturacağı vurgulanır. Hutbe, bu yılki Mevlid-i Nebi Haftası temasının Peygamberimiz ve Vefa Toplumu olduğunu duyurarak tebrik ve dua ile sona erer.",mevlid-i nebi; peygamberimiz ve vefa toplumu; hz. muhammed; sünnet; mevlid kandili
22.10.2021,2021,"ONUN BİZE MİRASI, EŞSİZ VEFASI","Aile, Çocuk ve Nesil",Peygamberimiz ve Ashab,"Hutbe, Mevlid-i Nebi Haftası temasına uygun olarak Hz. Peygamber'in Allah'a, insanlara, ailesine, verdiği söze ve çevreye gösterdiği vefa örneklerini sıralar. Peygamberimizin hem ibadetteki şükrünü hem de eşine, çocuğuna ve doğaya karşı duyduğu sorumluluğu somut olaylarla anlatılır. Hutbe, vefalı olmanın imandan geldiğini hatırlatarak bu örnekliği hayata taşıma çağrısıyla biter.",vefa; peygamberimiz ve vefa toplumu; ahde vefa; hz. hatice; çevreye vefa
29.10.2021,2021,"YAŞLILARIMIZA VEFA, RAHMET VE MAĞFİRET VESİLEMİZDİR",İbadet ve Kulluk,"Aile, Çocuk ve Nesil; Vatan, Millet ve Tarih","Hutbe, Hz. Ebubekir'in yaşlı babasına gösterdiği tevazu ve Hz. Peygamber'in yaşlılara verdiği değeri anlatan bir kıssayla başlar. Yaşlıların toplumun manevi köprüleri ve rahmet vesilesi olduğu, onlara hürmetin Allah'ın rızasına vesile olduğu vurgulanır. Hutbe, Cumhuriyetin ilan yıl dönümü vesilesiyle şehit ve gazileri anma duasıyla sona erer.",yaşlılara vefa; hürmet; büyüklere saygı; cumhuriyet bayramı; dua
05.11.2021,2021,İNSAN İMANLA YÜCELİR,"İman, Tevhid ve Ahiret","Sabır, Tevekkül ve Manevi Olgunluk","Hutbe, imanın insana kazandırdığı huzur ve yüceliği anlatarak imanın altı esasını ve bunların hayata yansımasını açıklar. İman edip salih amel işleyenlerin kurtuluşa ereceği, inkâr edenlerin ise dünya ve ahirette hüsrana uğrayacağı vurgulanır. Hutbe, iman esaslarını hayata geçirme ve güzel ahlaktan taviz vermeme çağrısıyla biter.",iman; iman esasları; kader; salih amel; amentü
12.11.2021,2021,İBADET: ALLAH İLE KUL ARASINDAKİ KUTLU BAĞ,"İman, Tevhid ve Ahiret",İbadet ve Kulluk,"Hutbe, Hz. Peygamber'in Safa tepesinde insanları İslam'a davet ettiği kıssasıyla ibadetin Allah'a kulluk çağrısı olduğunu anlatır. İbadetin insanın yaratılış gayesi olduğu, Allah'ın kulları üzerindeki hakkının O'na ibadet edip şirk koşmamak olduğu vurgulanır. Hutbe, ibadetleri ihlasla ve aksatmadan yerine getirme çağrısıyla sona erer.",ibadet; kulluk; şirk; muaz b. cebel; ihlas
19.11.2021,2021,ŞİDDET İNSAN ONURUYLA ASLA BAĞDAŞMAZ,"Aile, Çocuk ve Nesil","Toplumsal Dayanışma, Merhamet ve Kardeşlik; Peygamberimiz ve Ashab","Hutbe, Veda Hutbesi'nden alıntıyla can, mal ve namusun dokunulmazlığını hatırlatarak şiddetin insan onuruyla asla bağdaşmayacağını vurgular. Özellikle kadına yönelik şiddetin arttığına dikkat çekilerek şiddetin hiçbir gerekçesinin olamayacağı, dinimizde asıl olanın merhamet ve şefkat olduğu anlatılır. Hutbe, şiddet mağduru kardeşlere rahmet duasıyla ve merhametin yeryüzüne hâkim olması niyazıyla sona erer.",şiddet; kadına yönelik şiddet; veda hutbesi; can dokunulmazlığı; merhamet
26.11.2021,2021,MÜMİN FAYDASIZ SÖZLERDEN VE LÜZUMSUZ İŞLERDEN UZAK DURUR,"İman, Tevhid ve Ahiret","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Hutbe, müminin faydasız söz ve davranışlardan uzak durmasının kurtuluşa erdirici bir vasıf olduğunu ayet ve hadislerle anlatır. Vakit ve emek israfına yol açan, toplumsal huzuru bozan söz ve eylemlerden kaçınmanın önemi vurgulanır. Hutbe, ömrü hayırla değerlendirme ve mahşer gününe hazırlanma çağrısıyla, Peygamberimizin faydasız ilimden sığınma duasıyla sona erer.",faydasız söz ve davranış; vakit israfı; mahşer; amel defteri; hesap günü
03.12.2021,2021,ENGELLERİ HEP BİRLİKTE VE SEVGİYLE AŞALIM,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",,"Hutbe, insanın Allah katındaki değerinin engelli ya da engelsiz oluşuyla değil kalbiyle ölçüldüğünü, Hz. Peygamber'in engelli sahabilere gösterdiği özel ilgiyle örneklendirir. Engelliliğin bir eksiklik olmadığı, sabırla karşılandığında cennete vesile olabileceği anlatılır. Hutbe, engelli kardeşleri anlama, saygı gösterme ve hayatlarını kolaylaştırma çağrısıyla sona erer.",engelliler; abdullah b. ümmi mektum; sadaka; hayatı kolaylaştırmak; saygı
10.12.2021,2021,MÜMİN CANA YAKINDIR,"Sabır, Tevekkül ve Manevi Olgunluk","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Hutbe, bir sahabinin yalnız yaşama isteğine Hz. Peygamber'in toplum içinde mücadelenin daha faziletli olduğunu söylemesinden yola çıkarak modern çağda bireyselleşme ve dijital yalnızlaşmayı eleştirir. İnsanların komşuluk, dostluk ve akrabalık bağlarından uzaklaşarak sanal âleme hapsolduğu vurgulanır. Hutbe, Peygamberimizin şefkat ve cana yakınlık ahlakını örnek alma çağrısıyla sona erer.",cana yakınlık; bireyselleşme; dijital bağımlılık; komşuluk; yalnızlaşma
17.12.2021,2021,"MÜSLÜMAN, DİNÎ VE AHLAKİ DEĞERLERİYLE YAŞAR","Ahlak, Erdem ve Söz","Ekonomik Hayat: Kazanç, Zekat ve İsraf; Vatan, Millet ve Tarih","Hutbe, en hayırlı ümmet olma vasfının ancak dini ve ahlaki değerlere sahip çıkmakla korunabileceğini anlatır. Popüler kültürü bilinçsizce taklit etmenin, başka toplumlara benzemeye çalışmanın Müslüman kimliğini zedeleyeceği vurgulanır. Hutbe, Kur'an ve sünnete sımsıkı sarılarak dini ve ahlaki değerlerle yaşama çağrısıyla sona erer.",dini ve ahlaki değerler; popüler kültür; kimlik; taklit; helal kazanç
24.12.2021,2021,AHİRET DAHA HAYIRLI VE SÜREKLİDİR,"İman, Tevhid ve Ahiret",,"Hutbe, Hz. Peygamber'in bir cenazede gözyaşı dökerek ölüme hazırlık çağrısı yapmasından yola çıkarak ölümün ve ahiretin gerçekliğini hatırlatır. Salgında kaybedilen canlara duyarsızlaşmanın eleştirildiği hutbede, ahirete imanın hayata anlam ve istikamet kazandırdığı vurgulanır. Hutbe, amel defterini salih amellerle doldurma ve ahireti dünyaya tercih etmeme çağrısıyla sona erer.",ahiret; ölüme hazırlık; hesap günü; salgın; amel defteri
31.12.2021,2021,"GEÇMİŞİMİZİ MUHASEBE EDELİM, GELECEĞİMİZE YÖN VERELİM","Sabır, Tevekkül ve Manevi Olgunluk","İman, Tevhid ve Ahiret; İbadet ve Kulluk","Hutbe, Hz. Ömer'in kendini hesaba çekme öğüdünden hareketle yıl sonunda geçmişi muhasebe etme ve geleceğe yön verme çağrısı yapar. Muhasebenin, kişinin kendini tanıyıp günahlardan tövbe etmesi ve kulluk ahdine sadık kalması olduğu anlatılır. Hutbe, geçen yılın kıymetini sorgulayan sorularla ve akıllı kişinin ahiret için hazırlananlar olduğunu hatırlatan hadisle sona erer.",yıl sonu muhasebesi; nefis muhasebesi; hz. ömer; tövbe; kulluk ahdi
